Название;Категория;Производитель;SKU;guid;ЗакупочнаяЦена;БонуснаяЦена;ПолнаяЦена;НаличиеНурсултан;НаличиеПавлодар;Гарантия;КодОпенкарта;НаличиеАлматы;НаличиеПанфилова;
"Коннектор UTP RJ 45";"Патчкорды и коннекторы";"No name";"UTP RJ 45";82e718d2-4c61-11e3-96e0-50465d082161;12;23;23;0;1128;1 мес.;88899511;44;0;
"ИБП SVC V-500-F";"Источники бесперебойного питания";"SVC";"V-500-F";3ba1476c-ab3a-11e3-9756-50465d082161;17129;22268;22199;0;4;12 мес.;38334;6;0;
"ИБП SVC V-1500-F";"Источники бесперебойного питания";"SVC";"V-1500-F";3ba14772-ab3a-11e3-9756-50465d082161;51095;60970;54985;0;1;12 мес.;36224;3;0;
"Комплект беспроводной клавиатура + мышь Delux DLD-6091OGB";"Наборы Клавиатура + Мышь";"Delux";"DLD-6091OGB";b5eb5b93-ab47-11e3-9756-50465d082161;5232;7429;7490;0;7;12 мес.;36199;7;0;
"Беспроводной адаптер TP-LINK TL-WN725N";"Беспроводные адаптеры";"TP-LINK";"TL-WN725N";78e2e04d-b0f3-11e3-9760-50465d082161;4595;6663;5641;0;0;12 мес.;28429;1;0;
"Корпус Bequiet! Pure Base 600 Black/Silver, BG022";"Корпуса";"be quiet!";"BG022";de9ff75b-da7b-11ea-97b5-7c8bca00133f;43677;55302;49157;0;0;12 мес.;48725;1;0;
"Корпус Gigabyte C200 GLASS, GB-C200G, Black";"Корпуса";"Gigabyte";"GB-C200G";de9ff761-da7b-11ea-97b5-7c8bca00133f;21061;26612;47766;0;0;12 мес.;49439;1;0;
"Набор инструментов Poholy, NO.97B, (36 шт)";"Наборы инструментов";"Poholy";"NO.97B";f40e3d55-4469-11e4-97bb-50465d082161;16084;20909;25171;0;2;;39177;1;0;
"Процессор AMD Ryzen 3 3200G 3.6GHz, OEM";"Процессоры";"AMD";"Ryzen 3 3200G OEM";ff8de5a4-af8e-11e9-980f-7c8bca00133f;29039;36154;33778;0;0;12 мес.;47442;1;0;
"ИБП SVC V-650-F-LCD";"Источники бесперебойного питания";"SVC";"V-650-F-LCD";276cffb8-c2bd-11e6-9935-1c872c710840;22927;30530;32180;0;1;12 мес.;38335;4;0;
"Инвертор SVC DI-800-F-LCD";"Инверторы";"SVC";"DI-800-F-LCD";72d50726-ec55-11e6-9aa2-1c872c710840;47973;61842;70654;0;1;12 мес.;38333;5;0;
"ИБП CyberPower UTC850E";"Источники бесперебойного питания";"CyberPower";"UTC850E";4d72e72a-b4b5-11e8-9d1a-7c8bca00133f;24750;31061;25498;0;0;12 мес.;44228;3;0;
"Батарейка CAMELION AA R6P, R6P-SP4G, Super Heavy Duty, 1.5V, 4шт";"Батарейки и зарядные устройства";"CAMELION";"R6P-SP4G";8d69a437-2b00-11e9-9ebc-7c8bca00133f;297;407;348;0;4;1 мес.;46421;5;0;
"Клавиатура Rapoo V500PRO, RGB, USB";"Клавиатуры";"RAPOO";"V500PRO";95224d5e-31ad-11e9-9ebc-7c8bca00133f;11890;15754;15470;0;4;12 мес.;46487;1;0;
"Патч-корд CK-Link Cat.5e, RJ-45, Grey, 2 м";"Патчкорды и коннекторы";"CK-Link";"CK-Link 5e Optima, 2 м";0f436357-3be1-11e9-9ebc-7c8bca00133f;155;450;500;0;0;1 мес.;46600;7;0;
"Коммутатор TP-LINK TL-SG2210P";"Коммутаторы";"TP-LINK";"TL-SG2210P";6b134736-6583-11e9-9ebc-7c8bca00133f;60554;72362;60284;0;0;12 мес.;36751;1;0;
"Маршрутизатор Tp-Link TL-WR820N";"Маршрутизаторы";"TP-LINK";"TL-WR820N";5e5fec0e-698a-11e9-9ebc-7c8bca00133f;8228;11108;9800;0;0;12 мес.;46938;1;0;
"USB Flash drive 64Gb Apacer AH333, AP64GAH333B-1, USB2.0, Black";"USB Flash накопители";"Apacer";"AP64GAH333B-1";e1ff64fd-6bd4-11e9-9ebc-7c8bca00133f;1789;2236;2143;0;35;24 мес.;46921;18;0;
"Мышь беспроводная Defender Accura MM-365, Red";"Мыши";"Defender";"Accura MM-365 Red";d5a19206-4811-11ea-9efa-7c8bca00133f;2300;2875;2593;0;0;6 мес.;48482;4;2;
"Батарея SVC 12V 5Ah, AV5-12/S, 90x70x107 мм";"Аккумуляторы для ИБП";"SVC";"AV5-12/S";e682e9d6-28e9-11ec-9fc4-7c8bca00133f;4646;6737;5986;0;5;6 мес.;53580;13;0;
"Корпус Aerocool Bionic-G-BK-v2";"Корпуса";"AeroCool";"Bionic-G-BK-v2";73f84fc6-4389-11ec-9fc4-7c8bca00133f;16166;22390;25134;0;0;12 мес.;53935;1;0;
"Переходник DVI-I > D-Sub (F)";"Адаптеры";"No name";"DVI-I > D-Sub (F)";4f063be2-7c40-11e4-a1ae-d02788d90a1b;405;700;700;0;0;1 мес.;41903;2;0;
"Компьютерное кресло Aerocool AC120 AIR-BR, Black/Red";"Компьютерные кресла";"AeroCool";"AC120 AIR-BR";656cfb86-00e9-11eb-a33e-7c8bca00133f;87546;103742;115605;0;2;12 мес.;49848;1;0;
"USB Flash drive 32Gb Netac U278 USB3.0, NT03U278N-032G-30PN";"USB Flash накопители";"Netac";"NT03U278N-032G-30PN";bfdd115e-7f90-11eb-a454-7c8bca00133f;1469;1866;1964;0;5;12 мес.;51521;1;0;
"Корпус Cougar Dark Blader X7, CGR-5UM3TB-X7, Black";"Корпуса";"Cougar";"CGR-5UM3TB-X7";c7fe46fe-95ea-11eb-a454-7c8bca00133f;31664;42267;42870;0;1;12 мес.;51654;1;0;
"Мышь X-Game XM-770OUB, Black";"Мыши";"X-Game";"XM-770OUB";1751c4b6-9600-11eb-a454-7c8bca00133f;458;582;588;0;81;6 мес.;51668;12;0;
"Комплект клавиатура + мышь Logitech MK120, 920-002561";"Наборы Клавиатура + Мышь";"Logitech";"920-002561";24805289-7ece-11e7-a5fc-1c872c710840;8536,98;11440;10314;0;4;12 мес.;50153;4;0;
"Конвертер HDMI > D-Sub";"Конвертеры";"No name";"HDMI > D-Sub";e23b2dac-7f37-11e7-a5fc-1c872c710840;590;2400;2500;0;0;1 мес.;41900;1;0;
"Бут (колпачок) SHIP S902-Blue, Cat. 5е, UTP, синий";"Патчкорды и коннекторы";"SHIP";"S902-Blue";7de1ac5a-571b-11ec-a97d-7c8bca00133f;19;38;27;0;0;1 мес.;88900683;100;0;
"Повторитель беспроводного сигнала TP-Link TL-WA855RE";"Усилители сигнала (репиторы)";"TP-LINK";"TL-WA855RE";96116cb1-e007-11e6-ad64-1c872c710840;11539;15289;13007;0;0;12 мес.;39549;1;0;
"Вафельница Kitfort KT-1641";"Сэндвичницы и вафельницы";"KITFORT";"KT-1641";a7538548-b934-11eb-afee-7c8bca00133f;9443;12654;8705;0;1;12 мес.;52211;4;0;
"Настольный гриль Kitfort КТ-1652";"Электрогрили";"KITFORT";"КТ-1652";89e1b02f-b947-11eb-afee-7c8bca00133f;52493;62992;60485;0;0;12 мес.;88908372;1;0;
"Картридж Colorfix CF230A, с чипом, LaserJet Pro M203/MFP M227";"Картриджи, тонеры, барабаны";"Colorfix";"CF230A (С чипом)";e36c7de6-bea1-11eb-afee-7c8bca00133f;2041;3470;3470;0;0;12 мес.;52023;2;0;
"USB Flash drive 16Gb Transcend JetFlash 780, TS16GJF780, Black, USB3.0";"USB Flash накопители";"Transcend";"TS16GJF780";476abd96-8b2c-11e4-b047-d02788d90a1b;6464;9050;7874;0;0;12 мес.;40895;1;0;
"Корпус Bequiet! Pure Base 500 White, BG035";"Корпуса";"be quiet!";"BG035";692b9130-e582-11ec-b090-a8a1595902d2;36043;47752;45732;0;0;12 мес.;52670;1;0;
"IP-камера Surveon CAM3361";"Камеры видеонаблюдения";"Surveon";"CAM3361";304284c4-e759-11ec-b091-a8a1595902d2;19274;26791;28131;0;0;;48604;1;0;
"USB Flash drive 64GB 3.0 Transcend TS64GJF750K черный";"USB Flash накопители";"Transcend";"TS64GJF750K";d4977b0b-ee26-11ec-b095-a8a1595902d2;14568;20759;21852;0;0;12 мес.;54606;2;0;
"IP камера Imou Ranger 2 4MP White";"Камеры видеонаблюдения";"Imou";"Ranger 2 4MP White";dafd0446-f386-11ec-b097-a8a1595902d2;19469;25018;24920;0;2;12 мес.;57496;2;0;
"USB Flash drive 128Gb Kingston DTXM/128GB";"USB Flash накопители";"Kingston";"DTXM/128GB";2921e10c-03f5-11ed-b0a6-a8a1595902d2;3079;3849;3543;0;0;36 мес.;57154;2;0;
"IP камера Imou Ranger 2 4MP Black";"Камеры видеонаблюдения";"Imou";"Ranger 2 4MP Black";c91414fc-0a9b-11ed-b0a7-a8a1595902d2;19469;26965;24920;0;1;36 мес.;56806;1;0;
"Масло моторное Total Quartz 9000 5W-40, 5л";"Масло моторное";"Total";"148650";baac0cf2-0d67-11ed-b0a8-a8a1595902d2;20619;19600;25568;0;0;1 мес.;57771;2;0;
"Преобразователь ржавчины Castrol Rust Remover, 300ml";"Автохимия";"Castrol";"Castrol Rust Remover 300ml";d3b122e7-19f6-11ed-b0b7-a8a1595902d2;2000;3400;3400;0;0;;58099;6;0;
"Очиститель тормозной системы Castrol Brake Cleaner, 500ml";"Автохимия";"Castrol";"Castrol Brake Cleaner 500ml";d3b122e9-19f6-11ed-b0b7-a8a1595902d2;2000;3400;3400;0;0;;58215;8;0;
"Масло моторное Castrol Edge 5W-30 C3, 1л";"Масло моторное";"Castrol";"Edge 5W-30 C3 1л";ff28db9c-1a06-11ed-b0b7-a8a1595902d2;7370;7499;9950;0;1;1 мес.;58007;5;0;
"Монитор 49"" AOC AG493UCX2";"Мониторы";"AOC";"AG493UCX2";23a79137-1ded-11ed-b0b9-a8a1595902d2;637686;729990;742904;0;0;12 мес.;57059;1;0;
"Монитор 28"" SAMSUNG Odyssey G7 LS28AG702NIXCI";"Мониторы";"Samsung";"LS28AG702NIXCI";0622a033-1e6e-11ed-b0ba-a8a1595902d2;348194;425990;435243;0;0;12 мес.;57634;1;0;
"Принт-картридж Europrint EPC-101R00664 (B210/215)";"Картриджи, тонеры, барабаны";"Europrint";"EPC-101R00664 (B210/215)";51dd0133-235c-11ed-b0c2-a8a1595902d2;2973;3716;4587;0;0;;88906982;2;0;
"Монитор 31.5"" AOC Q32V4";"Мониторы";"AOC";"Q32V4";e27af89f-2954-11ed-b0c5-a8a1595902d2;117720;138910;135135;0;0;12 мес.;53734;1;0;
"Фен Xiaomi Mi Ionic Hair Dryer H300, CMJ02ZHM";"Фены";"Xiaomi";"CMJ02ZHM";d4305ebd-3061-11ed-b0ca-a8a1595902d2;12644;16753;16990;0;0;12 мес.;58536;1;0;
"Смарт часы 70mai Maimo WT2105 Green";"Умные часы и браслеты";"70mai";"WT2105 Green";a6b94f94-341b-11ed-b0cc-a8a1595902d2;15200;19760;24915;0;0;12 мес.;58173;1;0;
"Мышь Гарнизон GM-110";"Мыши";"Гарнизон";"GM-110";173f395d-f20b-11ea-b0cd-7c8bca00133f;992;1485;1681;0;0;12 мес.;49736;2;2;
"Смарт часы Elari KidPhone 2, ELKP2PNKRUS, Pink";"Умные часы и браслеты";"Elari";"ELKP2PNKRUS";aec0e1fc-f39d-11ea-b0cd-7c8bca00133f;10629;19985;18168;0;0;12 мес.;49697;1;0;
"Коммутатор Dahua DH-PFS4218-16ET-240";"Коммутаторы";"Dahua";"DH-PFS4218-16ET-240";9705a1d8-411f-11ed-b0d7-a8a1595902d2;128800;151340;150696;0;0;12 мес.;56765;1;0;
"IP камера Imou Bullet 2E-0360B";"Камеры видеонаблюдения";"Imou";"Bullet 2E-0360B";a9040564-4696-11ed-b0d8-a8a1595902d2;21870;27447;27119;0;0;12 мес.;56796;1;0;
"Масло моторное BP Visco 7000 5W-30, 4л";"Масло моторное";"BP";"Visco 7000 5W-30 4л";0f0aec2f-49e8-11ed-b0d8-a8a1595902d2;15675;16000;22729;0;0;1 мес.;58583;15;0;
"Масло моторное Castrol Magnatec Diesel 5W-40 DPF, 4л";"Масло моторное";"Castrol";"Magnatec Diesel 5W-40 DPF 4л";44655fdd-4f7f-11ed-b0d8-a8a1595902d2;18050;19794;23104;0;3;1 мес.;58717;5;0;
"Корпус Deepcool CG540 Black, R-CG540-BKAGE4-G-1";"Корпуса";"DeepCool";"R-CG540-BKAGE4-G-1";eecd08db-5c75-11ed-b0d8-a8a1595902d2;48690;58671;37495;0;1;12 мес.;54163;1;0;
"ИБП CyberPower UT1200EG";"Источники бесперебойного питания";"CyberPower";"UT1200EG";deb33e97-60bc-11ed-b0d9-a8a1595902d2;59850;71521;67934;0;0;12 мес.;58381;2;0;
"ИБП CyberPower BR700ELCD, 700VA/420W";"Источники бесперебойного питания";"CyberPower";"BR700ELCD";deb33e9f-60bc-11ed-b0d9-a8a1595902d2;50047;60056;52356;0;3;12 мес.;58620;2;0;
"ИБП CyberPower BS850E";"Источники бесперебойного питания";"CyberPower";"BS850E";deb33ea5-60bc-11ed-b0d9-a8a1595902d2;53000;63600;46170;0;3;12 мес.;44226;3;0;
"Блендер Redmond RHB-2921";"Блендеры";"Redmond";"RHB-2921";7d0f2711-68a5-11ed-b0da-a8a1595902d2;14346,72;20439;22071;0;3;12 мес.;58668;3;0;
"Блендер Redmond RHB-2984B";"Блендеры";"Redmond";"RHB-2984B";7d0f2715-68a5-11ed-b0da-a8a1595902d2;46845;56448;43084;0;1;12 мес.;58671;1;0;
"Блендер Centek CT-1341, Черный";"Блендеры";"Centek";"CT-1341";29ba4db6-68aa-11ed-b0da-a8a1595902d2;5510;7824;6621;0;11;12 мес.;58665;5;0;
"Фритюрница Centek CT-1431";"Фритюрницы";"Centek";"CT-1431";29ba4dd1-68aa-11ed-b0da-a8a1595902d2;20391;26837;25813;0;2;12 мес.;58683;1;0;
"Соковыжималка Redmond RJ-980S";"Соковыжималки";"Redmond";"RJ-980S";29ba4ddd-68aa-11ed-b0da-a8a1595902d2;31992;42705;58492;0;0;12 мес.;58651;2;0;
"Электрический чайник Centek CT-0021";"Чайники и термопоты";"Centek";"CT-0021";29ba4de5-68aa-11ed-b0da-a8a1595902d2;5845;8980;7829;0;0;12 мес.;58654;1;0;
"Выпрямитель Redmond RCI-2337";"Щипцы, плойки, стайлеры";"Redmond";"RCI-2337";ef36d3b9-68af-11ed-b0da-a8a1595902d2;13493;17984;13184;0;1;12 мес.;59012;1;0;
"Измельчитель Centek CT-1395";"Измельчители и терки";"Centek";"CT-1395";ef36d3c3-68af-11ed-b0da-a8a1595902d2;13446;17816;18021;0;1;12 мес.;59001;2;0;
"Сетевой фильтр SVC (6розеток 3m) ZC6S-30M, Black";"Сетевые фильтры, адаптеры";"SVC";"ZC6S-30M";9ceaf5d7-6d49-11ed-b0da-a8a1595902d2;1858;2323;2170;0;14;6 мес.;60110;16;2;
"ИБП CyberPower UTC650EI 650W";"Источники бесперебойного питания";"CyberPower";"UTC650EI";3545fedc-6fa3-11ed-b0da-a8a1595902d2;13790;18272;18753;0;0;12 мес.;57855;1;0;
"Монитор 21.5"" HuntKey RRB2211V";"Мониторы";"HuntKey";"RRB2211V";4ba3b781-7232-11ed-b0da-a8a1595902d2;34263;45737;41458;0;0;12 мес.;58887;1;0;
"Планетарный миксер Centek CT-1139 Beige";"Миксеры";"Centek";"CT-1139 Beige";866dd1a1-8021-11ed-b0db-a8a1595902d2;36969;45287;44363;0;1;12 мес.;59169;2;0;
"Электрический чайник Centek CT-0026 Blue";"Чайники и термопоты";"Centek";"CT-0026 Blue";d28e4965-84ff-11ed-b0db-a8a1595902d2;8463;11425;9017;0;2;12 мес.;58905;1;0;
"Электрический чайник Centek CT-0044 Blue";"Чайники и термопоты";"Centek";"CT-0044 Blue";d28e4969-84ff-11ed-b0db-a8a1595902d2;5405;7890;7829;0;1;12 мес.;58904;1;0;
"Корпус ADATA XPG Invader Black, INVADER-BKCWW";"Корпуса";"ADATA";"INVADER-BKCWW";d07bafb8-869f-11ed-b0db-a8a1595902d2;25000;39487;68224;0;4;1 мес.;58918;1;0;
"Блок питания Chieftronic PowerUp GPX-550FC";"Блоки питания";"Chieftec";"GPX-550FC";274baa1b-95a0-11ed-b0dd-a8a1595902d2;31250;38594;47345;0;0;24 мес.;53816;1;0;
"Мясорубка Redmond RMG-1223-6";"Мясорубки";"Redmond";"RMG-1223-6";6f88b2b6-961d-11ed-b0dd-a8a1595902d2;33743;41673;44092;0;1;12 мес.;59215;1;0;
"Карта памяти SD Kingston 256GB Class 10 U1 SDS2/256GB";"Карты памяти";"Kingston";"SDS2/256GB";ec089537-9624-11ed-b0dd-a8a1595902d2;9974;13365;11213;0;2;36 мес.;54865;2;0;
"Монитор 23.8"" AOC 24P1";"Мониторы";"AOC";"AOC 24P1";64506901-9b53-11ed-b0de-a8a1595902d2;94675;112190;97911;0;0;12 мес;57899;1;0;
"IP камера Imou Bullet 2E";"Камеры видеонаблюдения";"Imou";"Bullet 2E";64506917-9b53-11ed-b0de-a8a1595902d2;21870;27447;22266;0;0;12 мес;56792;1;0;
"Маршрутизатор TP-Link Archer C6U";"Маршрутизаторы";"TP-LINK";"Archer C6U";70bc5808-9b53-11ed-b0de-a8a1595902d2;28254;35176;31030;0;1;12 мес;52325;1;0;
"Корпус Bequiet! Silent Base 601 Black/Orange, BG025";"Корпуса";"be quiet!";"BG025";76ee2fed-9b53-11ed-b0de-a8a1595902d2;53556;69618;79535;0;0;12 мес;48751;1;0;
"IP камера Imou Ranger 2 Black";"Камеры видеонаблюдения";"Imou";"Ranger 2 Black";76ee2ffb-9b53-11ed-b0de-a8a1595902d2;17500;24500;22400;0;1;12 мес;56807;1;0;
"Тонер-картридж повышенной емкости Xerox 106R03748 (голубой)";"Картриджи, тонеры, барабаны";"Xerox";"106R03748";7dbeb97c-9b53-11ed-b0de-a8a1595902d2;69924;83210;65485;0;0;12 мес;56543;2;0;
"Коврик Steelseries QCK Prism Cloth - 3XL, 63511";"Коврики для мыши";"SteelSeries";"63511";7dbeb98c-9b53-11ed-b0de-a8a1595902d2;37066;45406;42623;0;0;12 мес;54469;1;0;
"IP-камера Surveon CAM5330SZ";"Камеры видеонаблюдения";"Surveon";"CAM5330SZ";7dbeb9a8-9b53-11ed-b0de-a8a1595902d2;33730;45030;40813;0;0;12 мес;48621;1;0;
"USB Flash drive 32GB 3.0 Transcend TS32GJF750K черный";"USB Flash накопители";"Transcend";"TS32GJF750K";7dbeb9ea-9b53-11ed-b0de-a8a1595902d2;8456;11416;9809;0;0;12 мес;54611;1;0;
"Мини-ПК ASRock DESKMINI 310/B/BB";"Мини-ПК";"ASRock";"DESKMINI 310/B/BB";7dbeba4a-9b53-11ed-b0de-a8a1595902d2;70850;91397;80000;0;0;12 мес;53291;2;0;
"Утюг Scarlett SC-SI30K56 розовый";"Утюги";"Scarlett";"SC-SI30K56";908cb85b-9b53-11ed-b0de-a8a1595902d2;11265;14757;11869;0;0;12 мес;56677;1;0;
"IP камера Imou Ranger IQ";"Камеры видеонаблюдения";"Imou";"Ranger IQ";908cb8e3-9b53-11ed-b0de-a8a1595902d2;26730;33546;33145;0;0;12 мес;56809;2;0;
"Рюкзак Trust GXT 1250G Hunter Gaming 17,3"" зелёный-камуфляж";"Рюкзаки и спортивные сумки";"Trust";"GXT 1250G Hunter Gaming green";908cb92f-9b53-11ed-b0de-a8a1595902d2;16853;21909;21572;0;0;12 мес;56627;1;0;
"Компьютерное кресло DX Racer GC/G001/BR";"Компьютерные кресла";"DXRacer";"GC-G001-BR-B2-423";b63b35b5-a5e5-11ed-b0e0-a8a1595902d2;120990;148208;153657;0;0;12 мес;56409;1;0;
"Мышь ZOWIE EC1-C, Black";"Мыши";"ZOWIE";"9H.N39BA.A2E";bcc7d7f8-a5e5-11ed-b0e0-a8a1595902d2;33000;40755;31000;0;0;12 мес;58248;1;0;
"Принтер Xerox B310DNI";"Принтеры лазерные";"Xerox";"B310V_DNI";e1c2400d-a5e5-11ed-b0e0-a8a1595902d2;110000;136767;150687;0;1;12 мес;53763;2;0;
"Корпус ZALMAN Z8 MS, Black, ATX";"Корпуса";"Zalman";"Z8 MS";05cd5505-a694-11ed-b0e0-a8a1595902d2;44678;55980;53614;0;0;12 мес.;60612;1;0;
"Смеситель для раковины Lemark ""Plus Strike"", LM1106C";"Смесители";"Lemark";"LM1106C";bdb8806a-a854-11ed-b0e0-a8a1595902d2;14625;24634;22745;0;0;12 мес.;59692;2;0;
"Корпус Deepcool CG560 Black, R-CG560-BKAAE4-G-1";"Корпуса";"DeepCool";"R-CG560-BKAAE4-G-1";29690ca2-ae22-11ed-b0e0-a8a1595902d2;34950;43163;37425;0;0;12 мес.;54164;1;0;
"Напольные весы Scarlett SC-BS33E036";"Напольные весы";"Scarlett";"SC-BS33E036";77b84001-b785-11ed-b0e1-a8a1595902d2;5081;7215;10285;0;0;12 мес;60219;1;0;
"Точка доступа TP-LINK EAP225-Outdoor";"Беспроводные точки доступа";"TP-LINK";"EAP225-Outdoor";a04a72c1-b785-11ed-b0e1-a8a1595902d2;55709;66572;58132;0;0;12 мес.;88893670;2;4;
"Вертикальный проводной пылесос Scarlett SC-VC80H23";"Пылесосы";"Scarlett";"SC-VC80H23";e4d2eea7-b785-11ed-b0e1-a8a1595902d2;15192;19750;17046;0;0;12 мес.;60215;1;0;
"Электрощипцы Scarlett SC-HS60010";"Щипцы, плойки, стайлеры";"Scarlett";"SC-HS60010";f8b41864-b786-11ed-b0e1-a8a1595902d2;8992;12049;10776;0;0;12 мес;60246;1;0;
"МФУ Xerox B305DNI, B305V_DNI";"МФУ лазерные";"Xerox";"B305V_DNI";ac945e2e-bb30-11ed-b0e1-a8a1595902d2;165000;193875;228245;0;1;12 мес. ;59684;2;0;
"Компьютерное кресло DX Racer CRA/PRO/032/N";"Компьютерные кресла";"DXRacer";"CRA-PR032-N-H1";b27e33a9-c2a7-11ed-b0e1-a8a1595902d2;150000;183750;190500;0;0;12 мес;59795;1;0;
"Монитор 23.8"" MSI Modern MD241P";"Мониторы";"MSI";"Modern MD241P";b27e33c9-c2a7-11ed-b0e1-a8a1595902d2;73521;87490;86755;0;0;12 мес;57070;1;0;
"МФУ Xerox B315DNI, B315V_DNI";"МФУ лазерные";"Xerox";"B315V_DNI";c431258b-c2a7-11ed-b0e1-a8a1595902d2;200000;235000;277595;0;0;12 мес;59685;1;0;
"Корпус Bequiet! Silent Base 601 Silver, BG027";"Корпуса";"be quiet!";"BG027";c43125f7-c2a7-11ed-b0e1-a8a1595902d2;55355;71680;86785;0;1;12 мес;59709;3;0;
"Коврик Defender Easywork Black, 50905";"Коврики для мыши";"Defender";"50905";cd80dfee-c2a7-11ed-b0e1-a8a1595902d2;2117;2646;2714;0;0;12 мес;88907276;1;0;
"IP камера Imou Ranger 2 White";"Камеры видеонаблюдения";"Imou";"Ranger 2 White";583d64f9-c2f6-11ed-b0e1-a8a1595902d2;17500;22750;22400;0;0;12 мес;59843;1;0;
"IP камера Imou Cruiser 2MP";"Камеры видеонаблюдения";"Imou";"Cruiser 2MP";614d26ea-c362-11ed-b0e1-a8a1595902d2;26200;35501;39300;0;0;12 мес;60095;1;0;
"IP камера Imou Cue 2 White";"Камеры видеонаблюдения";"Imou";"Cue 2 White";614d26ec-c362-11ed-b0e1-a8a1595902d2;13600;18020;17680;0;2;12 мес;60097;1;0;
"Утюг Galaxy Line GL6127";"Утюги";"GALAXY";"гл6127л";15d07b61-cb2e-11ed-b0e1-a8a1595902d2;9153;16894;11227;0;0;12 мес.;60063;1;0;
"Гриль Redmond RGM-M800";"Электрогрили";"Redmond";"RGM-M800";adecf541-d371-11ed-b0e1-a8a1595902d2;32993;43762;32541;0;0;12 мес.;60034;1;0;
"Мультипекарь Redmond RMB-M614/1";"Сэндвичницы и вафельницы";"Redmond";"RMB-M614/1";adecf549-d371-11ed-b0e1-a8a1595902d2;17243;22416;25101;0;1;12 мес.;59847;4;0;
"Электрический чайник Redmond RK-M172";"Чайники и термопоты";"Redmond";"RK-M172";adecf557-d371-11ed-b0e1-a8a1595902d2;9592;12853;17541;0;0;12 мес.;60136;1;0;
"Корпус Thermaltake View 200 TG Snow ARGB";"Корпуса";"Thermaltake";"CA-1X3-00M6WN-00";9635007c-d651-11ed-b0e1-a8a1595902d2;32093;40624;37076;0;0;12 мес;59872;1;0;
"Клавиатура Genius Slimstar Q200 Black";"Клавиатуры";"Genius";"Slimstar Q200 Black";9c39121a-d651-11ed-b0e1-a8a1595902d2;3100;4185;7200;0;1;12 мес;59940;1;0;
